activity,duration,timestamp
Email,5830.413971722699,2023-01-01 00:43:00
Project Work,3536.908341355126,2023-01-01 00:44:00
Deep Work,659.7802575992614,2023-01-01 00:45:00
Email,1622.6686412633464,2023-01-01 00:46:00
Meetings,662.349863354538,2023-01-01 00:47:00
Email,742.3164491934397,2023-01-01 00:48:00
Project Work,3161.0359759805897,2023-01-01 00:49:00
Deep Work,3374.8948709308634,2023-01-01 00:50:00
Deep Work,3729.2716023829744,2023-01-01 00:51:00
Meetings,5597.141802803017,2023-01-01 00:52:00
Email,5690.2143554102495,2023-01-01 00:53:00
Deep Work,4886.695890442772,2023-01-01 00:54:00
Meetings,1813.0469022048378,2023-01-01 00:55:00
Project Work,1419.4307135259712,2023-01-01 00:56:00
Meetings,505.0629422892771,2023-01-01 00:57:00
Email,6608.549216345558,2023-01-01 00:58:00
Project Work,379.5728181996916,2023-01-01 00:59:00
Deep Work,6381.650848345474,2023-01-01 01:00:00
Project Work,3773.195689790951,2023-01-01 01:01:00
Deep Work,4423.949508431728,2023-01-01 01:02:00
Meetings,5177.419663738547,2023-01-01 01:03:00
Meetings,4523.952286830392,2023-01-01 01:04:00
Email,5004.287626233368,2023-01-01 01:05:00
Email,2149.0495672152206,2023-01-01 01:06:00
Email,5677.1170469652925,2023-01-01 01:07:00
Deep Work,6666.495545561749,2023-01-01 01:08:00
Meetings,1249.4755161933667,2023-01-01 01:09:00
Meetings,5705.264780111425,2023-01-01 01:10:00
Meetings,3791.3683201280965,2023-01-01 01:11:00
Deep Work,442.26512435853454,2023-01-01 01:12:00
Deep Work,1274.0024419611468,2023-01-01 01:13:00
Email,1587.9318416825963,2023-01-01 01:14:00
Project Work,2704.0336683817022,2023-01-01 01:15:00
Deep Work,5895.672792793501,2023-01-01 01:16:00
Deep Work,631.5509925477782,2023-01-01 01:17:00
Deep Work,1510.6041202502151,2023-01-01 01:18:00
Meetings,834.9110846481842,2023-01-01 01:19:00
Email,7156.110746722074,2023-01-01 01:20:00
Project Work,3387.8959080017303,2023-01-01 01:21:00
Deep Work,409.5270593091608,2023-01-01 01:22:00
Deep Work,2594.437906710279,2023-01-01 01:23:00
Deep Work,3908.3928411258507,2023-01-01 01:24:00
Deep Work,7062.884843131062,2023-01-01 01:25:00
Email,4364.678524347155,2023-01-01 01:26:00
Meetings,1574.462886970725,2023-01-01 01:27:00
Project Work,1602.9587509836215,2023-01-01 01:28:00
Email,2367.2719115113327,2023-01-01 01:29:00
Email,4593.390685877217,2023-01-01 01:30:00
Email,1319.0698324405407,2023-01-01 01:31:00
Meetings,1056.3153327324346,2023-01-01 01:32:00
Meetings,5936.677104966437,2023-01-01 01:33:00
Project Work,6897.166829091943,2023-01-01 01:34:00
Deep Work,3246.265094814018,2023-01-01 01:35:00
Deep Work,5171.291760963125,2023-01-01 01:36:00
Project Work,5811.840743794143,2023-01-01 01:37:00
Email,5560.185312155894,2023-01-01 01:38:00
Meetings,5134.55793047084,2023-01-01 01:39:00
Meetings,6476.944107222895,2023-01-01 01:40:00
Deep Work,1240.505705389548,2023-01-01 01:41:00
Deep Work,668.7185661706571,2023-01-01 01:42:00
Email,6635.013774475837,2023-01-01 01:43:00
Deep Work,3163.671461955626,2023-01-01 01:44:00
Deep Work,1567.3444540398552,2023-01-01 01:45:00
Project Work,5314.479007492757,2023-01-01 01:46:00
Deep Work,6855.309958237771,2023-01-01 01:47:00
Deep Work,752.0614362683623,2023-01-01 01:48:00
Deep Work,6529.359139154349,2023-01-01 01:49:00
Email,411.90021664091654,2023-01-01 01:50:00
Project Work,487.3483862459193,2023-01-01 01:51:00
Deep Work,2099.540850324588,2023-01-01 01:52:00
Project Work,2099.7552115070284,2023-01-01 01:53:00
Email,815.9621121082644,2023-01-01 01:54:00
Meetings,564.2919159176607,2023-01-01 01:55:00
Email,5171.785116008455,2023-01-01 01:56:00
Deep Work,6299.924799006015,2023-01-01 01:57:00
Email,3696.5015180431405,2023-01-01 01:58:00
Project Work,5477.249690114971,2023-01-01 01:59:00
Email,2503.3332330364015,2023-01-01 02:00:00
Meetings,1876.1462644121175,2023-01-01 02:01:00
Deep Work,651.649174494436,2023-01-01 02:02:00
Project Work,6703.157880368857,2023-01-01 02:03:00
Project Work,2275.9228640246984,2023-01-01 02:04:00
Email,6315.6651212743145,2023-01-01 02:05:00
Project Work,4555.884300864774,2023-01-01 02:06:00
Email,3284.8404827173536,2023-01-01 02:07:00
Meetings,6299.452294845088,2023-01-01 02:08:00
Project Work,2224.5308829088062,2023-01-01 02:09:00
Meetings,617.7502810403499,2023-01-01 02:10:00
Deep Work,954.8438763927471,2023-01-01 02:11:00
Project Work,5375.226580399134,2023-01-01 02:12:00
Email,5916.885296133287,2023-01-01 02:13:00
Email,5407.954330883878,2023-01-01 02:14:00
Project Work,1910.1648309705995,2023-01-01 02:15:00
Project Work,3568.4960043924625,2023-01-01 02:16:00
Email,2075.3465303883913,2023-01-01 02:17:00
Project Work,6237.765736288579,2023-01-01 02:18:00
Meetings,2470.1253709239186,2023-01-01 02:19:00
Email,4979.874997183418,2023-01-01 02:20:00
Deep Work,3273.063464879227,2023-01-01 02:21:00
Deep Work,3953.4161101738136,2023-01-01 02:22:00
Email,2755.0435798176854,2023-01-01 02:23:00
Project Work,3201.3608196892,2023-01-01 02:24:00
Deep Work,940.376652801634,2023-01-01 02:25:00
Email,5800.083650626951,2023-01-01 02:26:00
Deep Work,3169.2795283533214,2023-01-01 02:27:00
Meetings,3003.7537122840486,2023-01-01 02:28:00
Project Work,7090.261681325258,2023-01-01 02:29:00
Meetings,5654.74640547704,2023-01-01 02:30:00
Meetings,4558.959329557974,2023-01-01 02:31:00
Project Work,2482.665114974195,2023-01-01 02:32:00
Email,3340.1406814830552,2023-01-01 02:33:00
Email,3160.864071065816,2023-01-01 02:34:00
Email,1719.3198545585935,2023-01-01 02:35:00
Deep Work,4851.438249244332,2023-01-01 02:36:00
Deep Work,5362.173729373601,2023-01-01 02:37:00
Project Work,2093.734141533406,2023-01-01 02:38:00
Meetings,2764.1829943362904,2023-01-01 02:39:00
Meetings,681.976369225966,2023-01-01 02:40:00
Meetings,5893.81984318061,2023-01-01 02:41:00
Project Work,5971.2822229504545,2023-01-01 02:42:00
Meetings,4903.934301000719,2023-01-01 02:43:00
Deep Work,4926.949982837042,2023-01-01 02:44:00
Project Work,3726.1213532814386,2023-01-01 02:45:00
Deep Work,5621.391663194623,2023-01-01 02:46:00
Meetings,2514.376215481015,2023-01-01 02:47:00
Email,3649.7575603813293,2023-01-01 02:48:00
Meetings,1035.210543309922,2023-01-01 02:49:00
Email,5328.499144965382,2023-01-01 02:50:00
Deep Work,6581.11420356381,2023-01-01 02:51:00
Meetings,1927.4782408140484,2023-01-01 02:52:00
Project Work,6923.623809709071,2023-01-01 02:53:00
Email,2980.0755540516902,2023-01-01 02:54:00
Meetings,3318.3377287413987,2023-01-01 02:55:00
Meetings,1851.7926121154487,2023-01-01 02:56:00
Deep Work,939.2066667358837,2023-01-01 02:57:00
Deep Work,3845.6385074994855,2023-01-01 02:58:00
Meetings,1125.487882955543,2023-01-01 02:59:00
Project Work,6010.0145763790815,2023-01-01 03:00:00
Deep Work,2389.292226370354,2023-01-01 03:01:00
Project Work,6965.902234421731,2023-01-01 03:02:00
Project Work,4977.195811081749,2023-01-01 03:03:00
Email,3198.6653660365114,2023-01-01 03:04:00
Meetings,3270.32376715198,2023-01-01 03:05:00
Meetings,1980.116600810453,2023-01-01 03:06:00
Meetings,5392.794264605859,2023-01-01 03:07:00
Meetings,5098.17639476732,2023-01-01 03:08:00
Email,5069.6363626282155,2023-01-01 03:09:00
Email,3056.7489626242495,2023-01-01 03:10:00
Project Work,1178.5969057013976,2023-01-01 03:11:00
Deep Work,2211.285064658955,2023-01-01 03:12:00
Project Work,4715.535117763631,2023-01-01 03:13:00
Email,427.3075752017649,2023-01-01 03:14:00
Deep Work,2058.021512931644,2023-01-01 03:15:00
Project Work,381.429317539377,2023-01-01 03:16:00
Meetings,4189.0295929324875,2023-01-01 03:17:00
Deep Work,6140.547863961811,2023-01-01 03:18:00
Project Work,5534.293819375135,2023-01-01 03:19:00
Project Work,1992.9772980843816,2023-01-01 03:20:00
Project Work,1711.3658918802091,2023-01-01 03:21:00
Project Work,1286.323621078929,2023-01-01 03:22:00
Project Work,4562.153731441332,2023-01-01 03:23:00
Project Work,5179.383611214616,2023-01-01 03:24:00
Project Work,6962.056390604964,2023-01-01 03:25:00
Project Work,1768.4001752749025,2023-01-01 03:26:00
Email,3381.922935695903,2023-01-01 03:27:00
Email,5337.908180780942,2023-01-01 03:28:00
Meetings,2809.71329123668,2023-01-01 03:29:00
Project Work,437.9422687615198,2023-01-01 03:30:00
Project Work,603.7618499516627,2023-01-01 03:31:00
Email,6630.706038642785,2023-01-01 03:32:00
Meetings,2337.441395101522,2023-01-01 03:33:00
Project Work,3983.1854611955214,2023-01-01 03:34:00
Email,5181.308208333106,2023-01-01 03:35:00
Project Work,3175.653055710805,2023-01-01 03:36:00
Email,442.33819410435285,2023-01-01 03:37:00
Email,6844.094616055474,2023-01-01 03:38:00
Project Work,3197.018784048062,2023-01-01 03:39:00
Meetings,1586.7036533644323,2023-01-01 03:40:00
Meetings,4739.942005287652,2023-01-01 03:41:00
Project Work,966.0932016136999,2023-01-01 03:42:00
Project Work,6156.667419407989,2023-01-01 03:43:00
Email,2086.8455188123608,2023-01-01 03:44:00
Email,883.8554575353057,2023-01-01 03:45:00
Email,3221.176721607555,2023-01-01 03:46:00
Email,3360.510752139789,2023-01-01 03:47:00
Meetings,2661.790877301872,2023-01-01 03:48:00
Deep Work,3820.8853799836684,2023-01-01 03:49:00
Deep Work,1041.684697905769,2023-01-01 03:50:00
Project Work,423.87027698134943,2023-01-01 03:51:00
Project Work,4166.507395222296,2023-01-01 03:52:00
Deep Work,6372.989683102716,2023-01-01 03:53:00
Meetings,5352.343690099627,2023-01-01 03:54:00
Project Work,6590.998681640315,2023-01-01 03:55:00
Meetings,546.1570261530409,2023-01-01 03:56:00
Email,4419.017795579026,2023-01-01 03:57:00
Meetings,1490.1598460546163,2023-01-01 03:58:00
Deep Work,5528.337444893799,2023-01-01 03:59:00
Project Work,1278.7052716303301,2023-01-01 04:00:00
Meetings,4004.2693224639197,2023-01-01 04:01:00
Project Work,5664.745609870779,2023-01-01 04:02:00
Project Work,5570.416503498198,2023-01-01 04:03:00
Project Work,4336.815680825492,2023-01-01 04:04:00
Email,4083.2227016550523,2023-01-01 04:05:00
Deep Work,1016.0578420982449,2023-01-01 04:06:00
Meetings,4874.132518921156,2023-01-01 04:07:00
Project Work,946.2812894035701,2023-01-01 04:08:00
Project Work,603.0341497733782,2023-01-01 04:09:00
Deep Work,2527.115213284434,2023-01-01 04:10:00
Meetings,4723.084365737299,2023-01-01 04:11:00
Email,6054.982233208545,2023-01-01 04:12:00
Email,1282.184651978704,2023-01-01 04:13:00
Project Work,2987.359771744738,2023-01-01 04:14:00
Meetings,5929.931156917815,2023-01-01 04:15:00
Meetings,1446.6474720995338,2023-01-01 04:16:00
Meetings,6123.542511201885,2023-01-01 04:17:00
Email,4651.071482560925,2023-01-01 04:18:00
Email,1394.4629211875126,2023-01-01 04:19:00
Deep Work,5929.032630784861,2023-01-01 04:20:00
Deep Work,1022.3875806547645,2023-01-01 04:21:00
Project Work,4947.126852709385,2023-01-01 04:22:00
Email,6741.049326911118,2023-01-01 04:23:00
Meetings,2751.186645643377,2023-01-01 04:24:00
Meetings,2159.9548143103684,2023-01-01 04:25:00
Project Work,2522.2888143991863,2023-01-01 04:26:00
Project Work,2001.1146095733732,2023-01-01 04:27:00
Email,2437.6616970930013,2023-01-01 04:28:00
Deep Work,5800.982301636668,2023-01-01 04:29:00
Email,5784.205119268155,2023-01-01 04:30:00
Meetings,2799.266546401925,2023-01-01 04:31:00
Email,866.5456565564616,2023-01-01 04:32:00
Project Work,1914.560091666972,2023-01-01 04:33:00
Email,2957.1967826191603,2023-01-01 04:34:00
Deep Work,1393.9446654699184,2023-01-01 04:35:00
Project Work,6851.339284822651,2023-01-01 04:36:00
Email,4578.7434517082265,2023-01-01 04:37:00
Meetings,5670.343033627606,2023-01-01 04:38:00
Project Work,6372.272297568431,2023-01-01 04:39:00
Deep Work,1334.1225646371847,2023-01-01 04:40:00
Email,1725.811339216914,2023-01-01 04:41:00
Project Work,3222.6826211486837,2023-01-01 04:42:00
Meetings,1890.2101311849476,2023-01-01 04:43:00
Deep Work,4278.370736969755,2023-01-01 04:44:00
Meetings,6319.607143491604,2023-01-01 04:45:00
Deep Work,3484.7496841864336,2023-01-01 04:46:00
Deep Work,5744.448041406043,2023-01-01 04:47:00
Email,6359.247489228237,2023-01-01 04:48:00
Deep Work,1453.628454462436,2023-01-01 04:49:00
Meetings,1152.4451708410293,2023-01-01 04:50:00
Email,2822.2499846649216,2023-01-01 04:51:00
Meetings,4634.979229297541,2023-01-01 04:52:00
Deep Work,5361.2338203013,2023-01-01 04:53:00
Meetings,729.6444359192872,2023-01-01 04:54:00
Project Work,2182.5901685954323,2023-01-01 04:55:00
Project Work,2101.7188175654965,2023-01-01 04:56:00
Project Work,4340.9540112145305,2023-01-01 04:57:00
Meetings,2719.715137611037,2023-01-01 04:58:00
Email,1916.5406246393609,2023-01-01 04:59:00
Project Work,5593.6659737364,2023-01-01 05:00:00
Project Work,1832.1032893047916,2023-01-01 05:01:00
Email,4907.28839858437,2023-01-01 05:02:00
Meetings,2332.668411204453,2023-01-01 05:03:00
Meetings,1768.0967064447557,2023-01-01 05:04:00
Deep Work,2475.3168982582943,2023-01-01 05:05:00
Meetings,2811.145030461016,2023-01-01 05:06:00
Deep Work,2764.9481126826718,2023-01-01 05:07:00
Deep Work,2075.6377862829177,2023-01-01 05:08:00
Meetings,625.0721086768149,2023-01-01 05:09:00
Email,1111.1024465157761,2023-01-01 05:10:00
Meetings,5801.284869113167,2023-01-01 05:11:00
Project Work,1834.3354026592183,2023-01-01 05:12:00
Email,2935.2677681436107,2023-01-01 05:13:00
Project Work,1618.0278413819653,2023-01-01 05:14:00
Deep Work,5978.7940491603,2023-01-01 05:15:00
Deep Work,4671.257945805775,2023-01-01 05:16:00
Email,6965.621669130849,2023-01-01 05:17:00
Deep Work,5742.8097908883165,2023-01-01 05:18:00
Meetings,1645.0092678532305,2023-01-01 05:19:00
Project Work,4421.5921312739665,2023-01-01 05:20:00
Email,1877.5914840307662,2023-01-01 05:21:00
Project Work,6662.419396952103,2023-01-01 05:22:00
Deep Work,6177.634922656501,2023-01-01 05:23:00
Email,5837.104063795978,2023-01-01 05:24:00
Meetings,2130.7678665640287,2023-01-01 05:25:00
Project Work,6555.331299961006,2023-01-01 05:26:00
Deep Work,2906.6741210033697,2023-01-01 05:27:00
Meetings,532.250928894467,2023-01-01 05:28:00
Deep Work,5537.555184888328,2023-01-01 05:29:00
Email,2983.4464101851204,2023-01-01 05:30:00
Email,4108.367735713307,2023-01-01 05:31:00
Deep Work,5246.2956037255135,2023-01-01 05:32:00
Project Work,2730.4275682219914,2023-01-01 05:33:00
Meetings,1643.8734286733143,2023-01-01 05:34:00
Meetings,1301.1099653727895,2023-01-01 05:35:00
Email,4703.429255870257,2023-01-01 05:36:00
Email,4738.397196003599,2023-01-01 05:37:00
Project Work,1628.7823113830511,2023-01-01 05:38:00
Deep Work,1270.3262077348286,2023-01-01 05:39:00
Meetings,2061.7706730239506,2023-01-01 05:40:00
Project Work,775.6672058117852,2023-01-01 05:41:00
Project Work,1125.543604307782,2023-01-01 05:42:00
Email,3933.9948105662297,2023-01-01 05:43:00
Project Work,558.8491533373219,2023-01-01 05:44:00
Email,7021.01453808584,2023-01-01 05:45:00
Meetings,6799.909460973724,2023-01-01 05:46:00
Meetings,1726.547644111584,2023-01-01 05:47:00
Project Work,3150.8309498884178,2023-01-01 05:48:00
Project Work,525.4585413669158,2023-01-01 05:49:00
Meetings,1580.6460658155295,2023-01-01 05:50:00
Project Work,925.3279886316319,2023-01-01 05:51:00
Project Work,6508.426151517602,2023-01-01 05:52:00
Meetings,576.730868002964,2023-01-01 05:53:00
Deep Work,2558.1961812247855,2023-01-01 05:54:00
Deep Work,5556.371602117302,2023-01-01 05:55:00
Email,350.2710098418155,2023-01-01 05:56:00
Deep Work,3379.733603603471,2023-01-01 05:57:00
Email,3849.504554187177,2023-01-01 05:58:00
Meetings,2157.969331524796,2023-01-01 05:59:00
Deep Work,3355.0425792147525,2023-01-01 06:00:00
Deep Work,525.2711050849598,2023-01-01 06:01:00
Deep Work,910.265510726284,2023-01-01 06:02:00
Email,2739.574763771569,2023-01-01 06:03:00
Email,6825.590346510138,2023-01-01 06:04:00
Meetings,7162.466775832952,2023-01-01 06:05:00
Meetings,7076.682473822405,2023-01-01 06:06:00
Deep Work,1220.6698511430686,2023-01-01 06:07:00
Project Work,6438.000985106593,2023-01-01 06:08:00
Meetings,5748.339835482297,2023-01-01 06:09:00
Email,3156.4690264175924,2023-01-01 06:10:00
Project Work,2023.5576313389295,2023-01-01 06:11:00
Meetings,2326.455388082948,2023-01-01 06:12:00
Deep Work,1362.5020057370125,2023-01-01 06:13:00
Email,4637.87019799821,2023-01-01 06:14:00
Email,331.39624674369264,2023-01-01 06:15:00
Meetings,1061.747874093985,2023-01-01 06:16:00
Email,3214.510867547277,2023-01-01 06:17:00
Email,4925.077077712214,2023-01-01 06:18:00
Deep Work,4354.949152092931,2023-01-01 06:19:00
Email,7083.55477854737,2023-01-01 06:20:00
Project Work,5363.877201424852,2023-01-01 06:21:00
Meetings,2691.2398159638997,2023-01-01 06:22:00
Meetings,5149.086314127262,2023-01-01 06:23:00
Project Work,2049.643503034004,2023-01-01 06:24:00
Deep Work,1697.5412084633251,2023-01-01 06:25:00
Email,7104.166215301846,2023-01-01 06:26:00
Deep Work,6227.537227782986,2023-01-01 06:27:00
Deep Work,1857.5196313994038,2023-01-01 06:28:00
Meetings,6325.783362706454,2023-01-01 06:29:00
Deep Work,521.0054099778757,2023-01-01 06:30:00
Deep Work,5864.808948742102,2023-01-01 06:31:00
Email,4509.014666611738,2023-01-01 06:32:00
Deep Work,561.827896293253,2023-01-01 06:33:00
Deep Work,4727.938798954875,2023-01-01 06:34:00
Meetings,4138.241988588512,2023-01-01 06:35:00
Email,1522.3865312995774,2023-01-01 06:36:00
Deep Work,5067.752331823766,2023-01-01 06:37:00
Project Work,4537.856330960957,2023-01-01 06:38:00
Deep Work,6291.182567338412,2023-01-01 06:39:00
Meetings,3503.5195895837237,2023-01-01 06:40:00
Project Work,4131.152659321994,2023-01-01 06:41:00
Deep Work,2440.506124988389,2023-01-01 06:42:00
Email,5007.009636496828,2023-01-01 06:43:00
Project Work,6725.556321902471,2023-01-01 06:44:00
Deep Work,5349.092226147552,2023-01-01 06:45:00
Deep Work,5534.5789131395595,2023-01-01 06:46:00
Deep Work,2814.370531685873,2023-01-01 06:47:00
Meetings,1976.9655844347758,2023-01-01 06:48:00
Email,6672.061366973175,2023-01-01 06:49:00
Deep Work,6836.24487846307,2023-01-01 06:50:00
Deep Work,3242.2690065259426,2023-01-01 06:51:00
Meetings,3890.7935822564077,2023-01-01 06:52:00
Meetings,3344.7038588707705,2023-01-01 06:53:00
Email,511.48864847872494,2023-01-01 06:54:00
Email,4291.6869045889225,2023-01-01 06:55:00
Project Work,489.0069065612243,2023-01-01 06:56:00
Deep Work,6939.380274911546,2023-01-01 06:57:00
Email,4332.681760984082,2023-01-01 06:58:00
Meetings,3120.019084634392,2023-01-01 06:59:00
Project Work,5907.055876886295,2023-01-01 07:00:00
Meetings,398.7685205592503,2023-01-01 07:01:00
Meetings,3927.1913852215903,2023-01-01 07:02:00
Meetings,4384.208615225839,2023-01-01 07:03:00
Email,6525.061449538063,2023-01-01 07:04:00
Email,958.2038321082168,2023-01-01 07:05:00
Project Work,320.57895516916074,2023-01-01 07:06:00
Email,3619.916979168451,2023-01-01 07:07:00
Project Work,2866.5839466262323,2023-01-01 07:08:00
Meetings,5009.043005063359,2023-01-01 07:09:00
Project Work,3398.8736713093995,2023-01-01 07:10:00
Email,6864.314196524819,2023-01-01 07:11:00
Project Work,6990.732867455756,2023-01-01 07:12:00
Email,2536.5365022275973,2023-01-01 07:13:00
Email,6793.16948792899,2023-01-01 07:14:00
Email,4742.24585603614,2023-01-01 07:15:00
Email,4346.418519922706,2023-01-01 07:16:00
Deep Work,4233.578065219415,2023-01-01 07:17:00
Meetings,6885.38791792059,2023-01-01 07:18:00
Deep Work,4374.790619525147,2023-01-01 07:19:00
Project Work,4119.222594185972,2023-01-01 07:20:00
Meetings,891.3041954224492,2023-01-01 07:21:00
Meetings,3992.2621231334992,2023-01-01 07:22:00
Email,2175.505985202519,2023-01-01 07:23:00
Project Work,680.9537389121883,2023-01-01 07:24:00
Deep Work,3529.217096960451,2023-01-01 07:25:00
Project Work,7029.529040848603,2023-01-01 07:26:00
Meetings,5261.0041633736155,2023-01-01 07:27:00
Deep Work,6396.308035777155,2023-01-01 07:28:00
Project Work,3430.364940654569,2023-01-01 07:29:00
Email,2051.2513501785343,2023-01-01 07:30:00
Meetings,4138.1697699942215,2023-01-01 07:31:00
Project Work,1981.7571243861669,2023-01-01 07:32:00
Project Work,6710.048857280429,2023-01-01 07:33:00
Email,5440.850596241566,2023-01-01 07:34:00
Project Work,6885.579021778558,2023-01-01 07:35:00
Deep Work,2158.902241842555,2023-01-01 07:36:00
Deep Work,5016.389941162434,2023-01-01 07:37:00
Meetings,5345.546867950617,2023-01-01 07:38:00
Deep Work,946.7236224064746,2023-01-01 07:39:00
Deep Work,4232.051951974153,2023-01-01 07:40:00
Meetings,2240.132951303406,2023-01-01 07:41:00
Deep Work,4780.04201391878,2023-01-01 07:42:00
Email,2001.4129211828654,2023-01-01 07:43:00
Email,5971.614658042598,2023-01-01 07:44:00
Deep Work,927.5213575445986,2023-01-01 07:45:00
Project Work,1427.1561432010249,2023-01-01 07:46:00
Project Work,6871.230424965481,2023-01-01 07:47:00
Meetings,3495.1154130798236,2023-01-01 07:48:00
Meetings,4073.613168574052,2023-01-01 07:49:00
Deep Work,3056.6362716782546,2023-01-01 07:50:00
Project Work,2004.7377087602063,2023-01-01 07:51:00
Email,5001.047250484949,2023-01-01 07:52:00
Meetings,5721.274049189423,2023-01-01 07:53:00
Project Work,4203.491081008342,2023-01-01 07:54:00
Email,6213.138466684083,2023-01-01 07:55:00
Deep Work,5270.71828666356,2023-01-01 07:56:00
Email,6671.010655610202,2023-01-01 07:57:00
Email,776.2560851546792,2023-01-01 07:58:00
Project Work,3514.9089486541934,2023-01-01 07:59:00
Deep Work,2394.5754062236856,2023-01-01 08:00:00
Project Work,6075.983138532794,2023-01-01 08:01:00
Project Work,5522.898312564898,2023-01-01 08:02:00
Project Work,495.9255446620904,2023-01-01 08:03:00
Meetings,6186.004517589905,2023-01-01 08:04:00
Deep Work,5181.528162797091,2023-01-01 08:05:00
Deep Work,518.5611124932598,2023-01-01 08:06:00
Meetings,5740.4743522514445,2023-01-01 08:07:00
Project Work,6321.822626817581,2023-01-01 08:08:00
Meetings,4991.541212002909,2023-01-01 08:09:00
Project Work,2787.3393342826284,2023-01-01 08:10:00
Project Work,5075.493778381801,2023-01-01 08:11:00
Project Work,1309.3983540075533,2023-01-01 08:12:00
Email,702.858290898915,2023-01-01 08:13:00
Email,1840.1764627661905,2023-01-01 08:14:00
Deep Work,2459.556807446417,2023-01-01 08:15:00
Deep Work,2034.1073426960497,2023-01-01 08:16:00
Meetings,1656.9005960786897,2023-01-01 08:17:00
Deep Work,5363.407893733283,2023-01-01 08:18:00
Project Work,3635.2037120420823,2023-01-01 08:19:00
Project Work,6048.76580020578,2023-01-01 08:20:00
Deep Work,3016.1427556989047,2023-01-01 08:21:00
Deep Work,5722.4724413033355,2023-01-01 08:22:00
Project Work,6354.38897460384,2023-01-01 08:23:00
Deep Work,6161.634308319935,2023-01-01 08:24:00
Deep Work,678.6426092867225,2023-01-01 08:25:00
Deep Work,6574.359487317803,2023-01-01 08:26:00
Email,1854.1831974778684,2023-01-01 08:27:00
Meetings,4578.512993271532,2023-01-01 08:28:00
Meetings,1978.870803721828,2023-01-01 08:29:00
Email,5341.925873616559,2023-01-01 08:30:00
Meetings,6339.44492451302,2023-01-01 08:31:00
Project Work,5938.474172299116,2023-01-01 08:32:00
Email,3760.6110592772634,2023-01-01 08:33:00
Project Work,1729.1268227331489,2023-01-01 08:34:00
Deep Work,3917.6014037797027,2023-01-01 08:35:00
Meetings,1873.3920164582998,2023-01-01 08:36:00
Meetings,4429.619730569829,2023-01-01 08:37:00
Email,3309.1970892590875,2023-01-01 08:38:00
Deep Work,1210.152071946628,2023-01-01 08:39:00
Email,3818.890468922667,2023-01-01 08:40:00
Project Work,3765.4287886443226,2023-01-01 08:41:00
Project Work,621.6213213073364,2023-01-01 08:42:00
Email,7040.81832207346,2023-01-01 08:43:00
Deep Work,2360.5896020266373,2023-01-01 08:44:00
Project Work,2668.23042867342,2023-01-01 08:45:00
Deep Work,5951.657816255215,2023-01-01 08:46:00
Meetings,3461.249782989601,2023-01-01 08:47:00
Project Work,2482.443447926827,2023-01-01 08:48:00
Meetings,2163.1295261895953,2023-01-01 08:49:00
Deep Work,6792.406330305473,2023-01-01 08:50:00
Email,6352.563152587657,2023-01-01 08:51:00
Project Work,1512.514422447349,2023-01-01 08:52:00
Project Work,3807.634570292785,2023-01-01 08:53:00
Deep Work,6189.595041332832,2023-01-01 08:54:00
Deep Work,7060.90350089798,2023-01-01 08:55:00
